chapter_number,chapter_title,article_number,article_title,content
Chương II,QUY ĐỊNH VỀ BẢO HIỂM BẮT BUỘC TRÁCH NHIỆM DÂN SỰ CỦA CHỦ XE CƠ GIỚI,21,"Công tác lập dự toán, kế toán, quyết toán của Quỹ bảo hiểm xe cơ giới","1. Công tác lập dự toán:
a) Trước ngày 15 tháng 12 hàng năm, Ban điều hành Quỹ bảo hiểm xe cơ giới lập dự toán thu, chi của Quỹ bảo hiểm xe cơ giới bao gồm các nội dung sau:
Tình hình thu, chi của Quỹ bảo hiểm xe cơ giới năm hiện tại.
Kế hoạch thu, chi của Quỹ bảo hiểm xe cơ giới năm kế tiếp.
b) Ban điều hành Quỹ bảo hiểm xe cơ giới báo cáo dự toán thu, chi của Quỹ bảo hiểm xe cơ giới để Hội đồng quản lý Quỹ bảo hiểm xe cơ giới phê duyệt. Dự toán thu, chi của Quỹ bảo hiểm xe cơ giới phải được thông báo cho Bộ Tài chính và các doanh nghiệp bảo hiểm ngay sau khi phê duyệt.
c) Các kế hoạch chi theo dự toán chi trong năm, trừ các nội dung chi tại điểm e, điểm g, điểm h khoản 1 Điều 17 Nghị định này, đến ngày 31 tháng 12 hàng năm chưa thực hiện hoặc chưa chi hết được tiếp tục thực hiện vào năm sau.
d) Trường hợp cần thiết, Hội đồng quản lý Quỹ bảo hiểm xe cơ giới có thể điều chỉnh dự toán thu chi đã được thông qua đầu năm và thông báo cho Bộ Tài chính và các doanh nghiệp bảo hiểm.
2. Kế toán Quỹ bảo hiểm xe cơ giới:
Ban điều hành Quỹ bảo hiểm xe cơ giới phải:
a) Tổ chức công tác kế toán, thống kê theo đúng quy định của Luật Kế toán, Luật Thống kê và các văn bản hướng dẫn thi hành.
b) Chấp hành các quy định về chứng từ kế toán; hạch toán kế toán toàn bộ các khoản thu, chi của Quỹ bảo hiểm xe cơ giới.
c) Mở sổ kế toán ghi chép, hệ thống và lưu trữ toàn bộ các nghiệp vụ phát sinh liên quan đến Quỹ bảo hiểm xe cơ giới.
d) Định kỳ hàng quý có trách nhiệm lập báo cáo thu, chi của Quỹ bảo hiểm xe cơ giới để báo cáo Hội đồng quản lý Quỹ bảo hiểm xe cơ giới phê duyệt và thông báo cho Bộ Tài chính bằng một trong các phương thức gồm gửi trực tiếp hoặc gửi qua dịch vụ bưu chính và gửi qua hệ thống thư điện tử.
Báo cáo quý: Thời gian chốt số liệu tính từ ngày 01 của tháng đầu tiên kỳ báo cáo đến ngày 30 hoặc 31 của tháng cuối quý thuộc kỳ báo cáo. Thời hạn gửi báo cáo chậm nhất là 30 ngày kể từ ngày kết thúc quý.
3. Quyết toán Quỹ bảo hiểm xe cơ giới:
Hàng năm, Ban điều hành Quỹ bảo hiểm xe cơ giới có trách nhiệm lập báo cáo quyết toán Quỹ bảo hiểm xe cơ giới, có xác nhận của kiểm toán độc lập để báo cáo Hội đồng Quản lý Quỹ bảo hiểm xe cơ giới phê duyệt."
Chương II,QUY ĐỊNH VỀ BẢO HIỂM BẮT BUỘC TRÁCH NHIỆM DÂN SỰ CỦA CHỦ XE CƠ GIỚI,22,"Thành lập Hội đồng quản lý Quỹ bảo hiểm xe cơ giới, thay đổi thành viên Hội đồng quản lý Quỹ bảo hiểm xe cơ giới","1. Trình tự thực hiện đề nghị thành lập Hội đồng quản lý, thay đổi thành viên Hội đồng quản lý Quỹ bảo hiểm xe cơ giới:
a) Hiệp hội Bảo hiểm Việt Nam (trường hợp thành lập Hội đồng quản lý Quỹ bảo hiểm xe cơ giới), Hội đồng quản lý Quỹ bảo hiểm xe cơ giới (trường hợp thay đổi thành viên Hội đồng quản lý Quỹ bảo hiểm xe cơ giới) lựa chọn phương thức giải quyết thủ tục với Bộ Tài chính thông qua hệ thống dịch vụ công trực tuyến của Bộ Tài chính hoặc nộp hồ sơ trực tiếp hoặc dịch vụ bưu chính.
b) Trong vòng 10 ngày kể từ ngày nhận đủ hồ sơ hợp lệ, Bộ trưởng Bộ Tài chính ban hành Quyết định thành lập Hội đồng quản lý Quỹ bảo hiểm xe cơ giới, thay đổi thành viên Hội đồng quản lý Quỹ bảo hiểm xe cơ giới. Trường hợp từ chối chấp thuận, Bộ Tài chính có văn bản giải thích rõ lý do.
2. Hồ sơ đề nghị thành lập Hội đồng quản lý Quỹ bảo hiểm xe cơ giới bao gồm các tài liệu sau:
a) 1 bản chính văn bản đề nghị thành lập Hội đồng quản lý Quỹ bảo hiểm xe cơ giới theo mẫu quy định tại Phụ lục VIII ban hành kèm theo Nghị định này.
b) 1 bản sao Nghị quyết của Ban chấp hành khối Hiệp hội Bảo hiểm Việt Nam thông qua đề nghị thành lập Hội đồng quản lý Quỹ bảo hiểm xe cơ giới.
3. Hồ sơ đề nghị thay đổi thành viên Hội đồng quản lý Quỹ bảo hiểm xe cơ giới bao gồm các tài liệu sau:
a) 1 bản chính văn bản đề nghị thay đổi thành viên Hội đồng quản lý Quỹ bảo hiểm xe cơ giới theo mẫu quy định tại Phụ lục IX ban hành kèm theo Nghị định này.
b) 1 bản sao Nghị quyết của Hội đồng quản lý Quỹ bảo hiểm xe cơ giới thông qua đề nghị của doanh nghiệp bảo hiểm về thay đổi thành viên Hội đồng quản lý Quỹ bảo hiểm xe cơ giới."
Chương III,"QUY ĐỊNH VỀ BẢO HIỂM CHÁY, NỔ BẮT BUỘC",23,Đối tượng bảo hiểm,"1. Đối tượng bảo hiểm cháy, nổ bắt buộc là toàn bộ tài sản của cơ sở có nguy hiểm về cháy, nổ, bao gồm:
a) Nhà, công trình và các tài sản gắn liền với nhà, công trình; máy móc, thiết bị.
b) Các loại hàng hóa, vật tư (bao gồm cả nguyên vật liệu, bán thành phẩm, thành phẩm).
2. Đối tượng bảo hiểm và địa điểm của đối tượng bảo hiểm phải được ghi rõ trong hợp đồng bảo hiểm, Giấy chứng nhận bảo hiểm."
Chương III,"QUY ĐỊNH VỀ BẢO HIỂM CHÁY, NỔ BẮT BUỘC",24,Số tiền bảo hiểm tối thiểu,"1. Số tiền bảo hiểm cháy, nổ bắt buộc tối thiểu là giá trị tính thành tiền theo giá thị trường của các tài sản quy định tại khoản 1 Điều 23 Nghị định này tại thời điểm giao kết hợp đồng bảo hiểm.
2. Trường hợp không xác định được giá thị trường của tài sản thì số tiền bảo hiểm cháy, nổ bắt buộc do các bên thỏa thuận như sau:
a) Đối với các tài sản quy định tại điểm a khoản 1 Điều 23 Nghị định này: Số tiền bảo hiểm là giá trị tính thành tiền của tài sản theo giá trị còn lại hoặc giá trị thay thế của tài sản tại thời điểm giao kết hợp đồng bảo hiểm.
b) Đối với các tài sản quy định tại điểm b khoản 1 Điều 23 Nghị định này: Số tiền bảo hiểm là giá trị tính thành tiền của tài sản căn cứ theo hóa đơn, chứng từ hợp lệ hoặc các tài liệu có liên quan."
Chương III,"QUY ĐỊNH VỀ BẢO HIỂM CHÁY, NỔ BẮT BUỘC",25,Phạm vi bảo hiểm và loại trừ trách nhiệm bảo hiểm,"1. Phạm vi bảo hiểm:
Doanh nghiệp bảo hiểm thực hiện trách nhiệm bồi thường bảo hiểm cho các thiệt hại xảy ra đối với đối tượng bảo hiểm quy định tại khoản 1 Điều 23 Nghị định này phát sinh từ rủi ro cháy, nổ, trừ các trường hợp quy định tại khoản 2, khoản 3 Điều này.
2. Các trường hợp loại trừ trách nhiệm bảo hiểm đối với cơ sở có nguy hiểm về cháy, nổ theo quy định của pháp luật phòng cháy và chữa cháy (trừ cơ sở hạt nhân): Doanh nghiệp bảo hiểm không có trách nhiệm bồi thường bảo hiểm trong các trường hợp sau:
a) Động đất, núi lửa phun hoặc những biến động khác của thiên nhiên.
b) Thiệt hại do những biến cố về chính trị, an ninh và trật tự an toàn xã hội gây ra.
c) Tài sản bị đốt cháy, làm nổ theo quyết định của cơ quan nhà nước có thẩm quyền.
d) Tài sản tự lên men hoặc tự tỏa nhiệt; tài sản chịu tác động của một quá trình xử lý có dùng nhiệt.
đ) Sét đánh trực tiếp vào tài sản được bảo hiểm nhưng không gây cháy, nổ.
e) Nguyên liệu vũ khí hạt nhân gây cháy, nổ.
g) Máy móc, thiết bị điện hay các bộ phận của thiết bị điện bị thiệt hại do chịu tác động trực tiếp của việc chạy quá tải, quá áp lực, đoản mạch, tự đốt nóng, hồ quang điện, rò điện do bất kỳ nguyên nhân nào, kể cả do sét đánh.
h) Thiệt hại do hành động cố ý gây cháy, nổ của người được bảo hiểm; do cố ý vi phạm các quy định về phòng cháy, chữa cháy và là nguyên nhân trực tiếp gây ra cháy, nổ.
i) Thiệt hại đối với dữ liệu, phần mềm và các chương trình máy tính.
k) Thiệt hại do đốt rừng, bụi cây, đồng cỏ, hoặc đốt cháy với mục đích làm sạch đồng ruộng, đất đai.
3. Các trường hợp loại trừ trách nhiệm bảo hiểm đối với cơ sở hạt nhân: Doanh nghiệp bảo hiểm và bên mua bảo hiểm thỏa thuận về các trường hợp loại trừ trách nhiệm bảo hiểm trên cơ sở được doanh nghiệp nhận tái bảo hiểm chấp thuận."
Chương III,"QUY ĐỊNH VỀ BẢO HIỂM CHÁY, NỔ BẮT BUỘC",26,Mức phí bảo hiểm và mức khấu trừ bảo hiểm,"1. Đối với cơ sở có nguy hiểm về cháy, nổ (trừ cơ sở hạt nhân) có tổng số tiền bảo hiểm của các tài sản tại một địa điểm dưới 1.000 tỷ đồng: Mức phí bảo hiểm và mức khấu trừ bảo hiểm quy định tại khoản 1 Mục I Phụ lục II và khoản 1 Mục II Phụ lục II ban hành kèm theo Nghị định này.
Căn cứ vào mức độ rủi ro của đối tượng bảo hiểm, doanh nghiệp bảo hiểm được điều chỉnh tăng hoặc giảm phí bảo hiểm tối đa 25% tính trên phí bảo hiểm.
Trường hợp trong năm tài chính trước liền kề, đối tượng bảo hiểm là nguyên nhân trực tiếp dẫn đến số tiền chi bồi thường bảo hiểm gốc lớn hơn doanh thu phí bảo hiểm gốc của bảo hiểm cháy, nổ bắt buộc, trên cơ sở số liệu có xác nhận của chuyên gia tính toán của doanh nghiệp bảo hiểm và xác nhận của tổ chức kiểm toán độc lập, khi tái tục hợp đồng bảo hiểm, doanh nghiệp bảo hiểm và bên mua bảo hiểm có thể thỏa thuận mức phí bảo hiểm và mức khấu trừ bảo hiểm bảo đảm khả năng thanh toán của doanh nghiệp bảo hiểm.
2. Đối với cơ sở có nguy hiểm về cháy, nổ có tổng số tiền bảo hiểm của các tài sản tại một địa điểm từ 1.000 tỷ đồng trở lên (trừ cơ sở hạt nhân):
Doanh nghiệp bảo hiểm và bên mua bảo hiểm có thể thỏa thuận mức phí bảo hiểm và mức khấu trừ bảo hiểm trên cơ sở bằng chứng chứng minh doanh nghiệp, tổ chức bảo hiểm nước ngoài đứng đầu nhận tái bảo hiểm xác nhận. Doanh nghiệp, tổ chức bảo hiểm nước ngoài đứng đầu nhận tái bảo hiểm và doanh nghiệp, tổ chức bảo hiểm nước ngoài nhận tái bảo hiểm từ 10% tổng mức trách nhiệm của mỗi hợp đồng tái bảo hiểm phải đáp ứng quy định tại khoản 9 Điều 4 Nghị định này. Trong mọi trường hợp, mức phí bảo hiểm không được thấp hơn mức phí bảo hiểm tương ứng với 1.000 tỷ đồng nhân (x) 75% tỷ lệ phí bảo hiểm quy định tại khoản 1 Mục I Phụ lục II ban hành kèm theo Nghị định này.
3. Đối với cơ sở hạt nhân: Doanh nghiệp bảo hiểm và bên mua bảo hiểm có thể thỏa thuận quy tắc, điều khoản, phí bảo hiểm và mức khấu trừ bảo hiểm trên cơ sở bằng chứng chứng minh doanh nghiệp, tổ chức bảo hiểm nước ngoài đứng đầu nhận tái bảo hiểm xác nhận nhận tái bảo hiểm theo đúng quy tắc, điều khoản, phí bảo hiểm và mức khấu trừ bảo hiểm mà doanh nghiệp bảo hiểm cung cấp cho bên mua bảo hiểm. Doanh nghiệp, tổ chức bảo hiểm nước ngoài đứng đầu nhận tái bảo hiểm và doanh nghiệp, tổ chức bảo hiểm nước ngoài nhận tái bảo hiểm từ 10% tổng mức trách nhiệm của mỗi hợp đồng tái bảo hiểm phải đáp ứng quy định tại khoản 9 Điều 4 Nghị định này."
Chương III,"QUY ĐỊNH VỀ BẢO HIỂM CHÁY, NỔ BẮT BUỘC",27,Giấy chứng nhận bảo hiểm,"1. Doanh nghiệp bảo hiểm phải cấp Giấy chứng nhận bảo hiểm cháy, nổ bắt buộc cho bên mua bảo hiểm. Giấy chứng nhận bảo hiểm cháy, nổ bắt buộc do doanh nghiệp bảo hiểm chủ động thiết kế và phải bao gồm các nội dung sau đây:
a) Tên, địa chỉ, số điện thoại (nếu có) của bên mua bảo hiểm, người được bảo hiểm.
b) Tên, địa chỉ, số điện thoại đường dây nóng của doanh nghiệp bảo hiểm.
c) Tên cơ sở có nguy hiểm về cháy, nổ theo quy định của pháp luật phòng cháy và chữa cháy.
d) Địa điểm của đối tượng bảo hiểm.
đ) Tài sản được bảo hiểm.
e) Số tiền bảo hiểm.
g) Mức khấu trừ bảo hiểm.
h) Thời hạn bảo hiểm.
i) Tỷ lệ phí bảo hiểm, phí bảo hiểm.
k) Ngày, tháng, năm cấp Giấy chứng nhận bảo hiểm.
l) Mã số, mã vạch được đăng ký, quản lý và sử dụng theo quy định của pháp luật để lưu trữ, chuyển tải và truy xuất thông tin định danh doanh nghiệp bảo hiểm và định danh sản phẩm bảo hiểm cháy, nổ bắt buộc.
2. Trường hợp cấp Giấy chứng nhận bảo hiểm điện tử, doanh nghiệp bảo hiểm phải tuân thủ các quy định của Luật Giao dịch điện tử và các văn bản hướng dẫn thi hành; Giấy chứng nhận bảo hiểm điện tử phải tuân thủ đầy đủ các quy định hiện hành và phản ánh đầy đủ các nội dung quy định tại khoản 1 Điều này."
Chương III,"QUY ĐỊNH VỀ BẢO HIỂM CHÁY, NỔ BẮT BUỘC",28,Nguyên tắc bồi thường bảo hiểm,"Doanh nghiệp bảo hiểm thực hiện xem xét, giải quyết bồi thường bảo hiểm theo quy định pháp luật về kinh doanh bảo hiểm và theo nguyên tắc sau:
1. Khi xảy ra tổn thất, bên mua bảo hiểm lập tức thông báo ngay cho doanh nghiệp bảo hiểm bằng các phương tiện thông tin liên lạc, sau đó trong thời hạn 14 ngày kể từ ngày xảy ra tổn thất đối với cơ sở có nguy hiểm về cháy, nổ phải thông báo bằng văn bản cho doanh nghiệp bảo hiểm.
2. Số tiền bồi thường bảo hiểm đối với tài sản bị thiệt hại không vượt quá số tiền bảo hiểm của tài sản đó (đã được thỏa thuận và ghi trong hợp đồng bảo hiểm, Giấy chứng nhận bảo hiểm) trừ đi mức giảm trừ bảo hiểm quy định tại khoản 3 Điều này.
3. Giảm trừ tối đa 20% số tiền bồi thường bảo hiểm trong trường hợp cơ sở có nguy hiểm về cháy, nổ không thực hiện đầy đủ, đúng thời hạn các kiến nghị tại Biên bản kiểm tra an toàn về phòng cháy, chữa cháy của cơ quan Công an có thẩm quyền, dẫn đến tăng thiệt hại khi xảy ra cháy, nổ."
Chương III,"QUY ĐỊNH VỀ BẢO HIỂM CHÁY, NỔ BẮT BUỘC",29,Hồ sơ bồi thường bảo hiểm,"Hồ sơ bồi thường bảo hiểm cháy, nổ bắt buộc bao gồm các tài liệu sau:
1. Văn bản yêu cầu bồi thường của bên mua bảo hiểm.
2. Tài liệu liên quan đến đối tượng bảo hiểm, bao gồm: Hợp đồng bảo hiểm, Giấy chứng nhận bảo hiểm.
3. Biên bản kiểm tra an toàn về phòng cháy và chữa cháy của cơ quan Công an có thẩm quyền tại thời điểm gần nhất thời điểm xảy ra sự kiện bảo hiểm (bản sao).
4. Biên bản giám định của doanh nghiệp bảo hiểm hoặc người được doanh nghiệp bảo hiểm ủy quyền.
5. Văn bản kết luận hoặc thông báo về nguyên nhân vụ cháy, nổ của cơ quan có thẩm quyền (bản sao) hoặc các bằng chứng chứng minh nguyên nhân vụ cháy, nổ.
6. Bản kê khai thiệt hại và các giấy tờ chứng minh thiệt hại.
Bên mua bảo hiểm có trách nhiệm thu thập và gửi doanh nghiệp bảo hiểm các tài liệu quy định tại khoản 1, khoản 2, khoản 3, khoản 5 và khoản 6 Điều này. Doanh nghiệp bảo hiểm có trách nhiệm thu thập tài liệu quy định tại khoản 4 Điều này.
Mục 2. MỨC THU, CHẾ ĐỘ QUẢN LÝ, SỬ DỤNG NGUỒN THU TỪ BẢO HIỂM CHÁY, NỔ BẮT BUỘC CHO HOẠT ĐỘNG PHÒNG CHÁY VÀ CHỮA CHÁY"
Chương III,"QUY ĐỊNH VỀ BẢO HIỂM CHÁY, NỔ BẮT BUỘC",30,"Mức thu, nộp từ bảo hiểm cháy, nổ bắt buộc cho hoạt động phòng cháy và chữa cháy","1. Mức thu từ doanh nghiệp bảo hiểm triển khai bảo hiểm cháy, nổ bắt buộc trong năm tài chính là 1% tổng số phí bảo hiểm cháy, nổ bắt buộc thực tế thu được của các hợp đồng bảo hiểm gốc trong năm tài chính trước liền kề.
2. Hàng năm, doanh nghiệp bảo hiểm có trách nhiệm nộp số tiền quy định tại khoản 1 Điều này vào Tài khoản của Cục Cảnh sát phòng cháy, chữa cháy và cứu nạn, cứu hộ do Bộ Công an mở tại Kho bạc Nhà nước Trung ương theo thời hạn sau:
a) Trước ngày 30 tháng 6 hàng năm: Nộp 50% tổng số tiền quy định tại khoản 1 Điều này.
b) Trước ngày 31 tháng 12 hàng năm: Nộp số tiền còn lại quy định tại khoản 1 Điều này."
Chương III,"QUY ĐỊNH VỀ BẢO HIỂM CHÁY, NỔ BẮT BUỘC",31,"Chế độ quản lý, sử dụng nguồn thu từ bảo hiểm cháy, nổ bắt buộc","1. Việc quản lý, sử dụng nguồn thu từ bảo hiểm cháy, nổ bắt buộc phải bảo đảm minh bạch, đúng mục đích theo quy định tại Nghị định này và quy định pháp luật có liên quan.
2. Nguồn thu từ bảo hiểm cháy, nổ bắt buộc cho hoạt động phòng cháy và chữa cháy được sử dụng như sau:
a) Chi hỗ trợ mua sắm trang bị phương tiện, thiết bị phòng cháy, chữa cháy cho lực lượng Cảnh sát phòng cháy và chữa cháy: Tối đa không quá 65% số tiền thực tế thu được từ bảo hiểm cháy, nổ bắt buộc của các doanh nghiệp bảo hiểm trong năm tài chính. Việc mua sắm trang thiết bị phương tiện, thiết bị phòng cháy, chữa cháy thực hiện theo quy định của pháp luật về đấu thầu.
b) Chi hỗ trợ tuyên truyền, phổ biến pháp luật, kiến thức phòng cháy, chữa cháy và bảo hiểm cháy, nổ bắt buộc: Tối đa không quá 15% số tiền thực tế thu được từ bảo hiểm cháy, nổ bắt buộc của các doanh nghiệp bảo hiểm trong năm tài chính. Nội dung và mức chi tuyên truyền, phổ biến pháp luật, kiến thức thực hiện theo quy định của pháp luật về quản lý, sử dụng và quyết toán kinh phí bảo đảm cho công tác phổ biến, giáo dục pháp luật.
c) Chi hỗ trợ lực lượng Cảnh sát phòng cháy và chữa cháy trong các hoạt động điều tra nguyên nhân vụ cháy; bồi dưỡng nghiệp vụ, kiểm tra an toàn về phòng cháy và chữa cháy; giám sát việc tham gia bảo hiểm cháy, nổ bắt buộc của các cơ sở có nguy hiểm về cháy, nổ: Tối đa không quá 15% số tiền thực tế thu được từ bảo hiểm cháy, nổ bắt buộc của các doanh nghiệp bảo hiểm trong năm tài chính. Nội dung chi, mức chi thực hiện theo chế độ chi tiêu tài chính hiện hành.
d) Chi hỗ trợ khen thưởng thành tích của tổ chức, cá nhân trực tiếp tham gia, phối hợp trong công tác phòng cháy, chữa cháy: Tối đa không quá 5% số tiền thực tế thu được từ bảo hiểm cháy, nổ bắt buộc của các doanh nghiệp bảo hiểm trong năm tài chính. Trong đó:
Chi khen thưởng thường xuyên: Thực hiện theo quy định của pháp luật về thi đua, khen thưởng.
Chi khen thưởng đột xuất cho các tổ chức, cá nhân trực tiếp tham gia phòng cháy, chữa cháy: Bộ trưởng Bộ Công an căn cứ thành tích của các tổ chức, cá nhân, nguồn thu từ bảo hiểm cháy, nổ bắt buộc quyết định những trường hợp cụ thể được khen thưởng và mức khen thưởng đột xuất.
3. Hàng năm, cùng thời điểm lập dự toán ngân sách nhà nước hàng năm, Bộ Công an lập dự toán thu từ phí bảo hiểm cháy, nổ bắt buộc, tổng hợp chung vào dự toán của Bộ Công an, gửi Bộ Tài chính theo quy định của Luật Ngân sách nhà nước và các văn bản hướng dẫn để tổng hợp, theo dõi.
4. Việc quản lý và sử dụng kinh phí theo đúng quy định về chế độ, định mức, tiêu chuẩn hiện hành. Bộ Công an có trách nhiệm xét duyệt, thẩm định quyết toán năm đối với nguồn kinh phí thu từ bảo hiểm cháy, nổ bắt buộc cho các đơn vị trực thuộc; tổng hợp và lập báo cáo quyết toán năm vào nguồn kinh phí khác được để lại, gửi Bộ Tài chính cùng với thời điểm nộp báo cáo quyết toán ngân sách nhà nước để tổng hợp, theo dõi.
5. Số tiền thực tế thu được từ bảo hiểm cháy, nổ bắt buộc cho hoạt động phòng cháy, chữa cháy cuối năm chưa sử dụng hết cho từng nội dung quy định tại khoản 2 Điều này được chuyển sang năm sau để tiếp tục sử dụng theo quy định của pháp luật. Sau 5 năm, trường hợp kinh phí thu được từ bảo hiểm cháy, nổ bắt buộc không sử dụng hết, Bộ Công an chủ trì, phối hợp với Bộ Tài chính rà soát, đánh giá nguồn thu từ bảo hiểm cháy, nổ bắt buộc, báo cáo Chính phủ điều chỉnh tỷ lệ trích nộp cho phù hợp."
Chương IV,QUY ĐỊNH VỀ BẢO HIỂM BẮT BUỘC TRONG HOẠT ĐỘNG ĐẦU TƯ XÂY DỰNG,32,Đối tượng bảo hiểm,"Chủ đầu tư có trách nhiệm mua bảo hiểm bắt buộc công trình trong thời gian xây dựng đối với các công trình sau:
1. Công trình, hạng mục công trình có ảnh hưởng lớn đến an toàn, lợi ích cộng đồng quy định tại Phụ lục X Nghị định số 15/2021/NĐ-CP ngày 03 tháng 3 năm 2021 của Chính phủ quy định chi tiết một số nội dung về quản lý dự án đầu tư xây dựng.
2. Công trình đầu tư xây dựng có nguy cơ tác động xấu đến môi trường ở mức độ cao hoặc có nguy cơ tác động xấu đến môi trường quy định tại Phụ lục III và Phụ lục IV Nghị định số 08/2022/NĐ-CP ngày 10 tháng 01 năm 2022 của Chính phủ quy định chi tiết một số điều của Luật Bảo vệ môi trường và thuộc danh mục dự án đầu tư phải thực hiện đánh giá tác động môi trường theo quy định tại Luật Bảo vệ môi trường.
3. Công trình có yêu cầu kỹ thuật đặc thù, điều kiện thi công xây dựng phức tạp theo quy định của pháp luật về xây dựng và pháp luật khác có liên quan."
Chương IV,QUY ĐỊNH VỀ BẢO HIỂM BẮT BUỘC TRONG HOẠT ĐỘNG ĐẦU TƯ XÂY DỰNG,33,Số tiền bảo hiểm tối thiểu,"Số tiền bảo hiểm tối thiểu đối với bảo hiểm bắt buộc công trình trong thời gian xây dựng là giá trị đầy đủ của công trình khi hoàn thành, bao gồm toàn bộ vật liệu, chi phí nhân công, thiết bị lắp đặt vào công trình, cước phí vận chuyển, các loại thuế, phí khác và các hạng mục khác do chủ đầu tư cung cấp. Số tiền bảo hiểm tối thiểu đối với công trình trong thời gian xây dựng không được thấp hơn tổng giá trị hợp đồng xây dựng, kể cả giá trị điều chỉnh, bổ sung (nếu có)."
Chương IV,QUY ĐỊNH VỀ BẢO HIỂM BẮT BUỘC TRONG HOẠT ĐỘNG ĐẦU TƯ XÂY DỰNG,34,Phạm vi bảo hiểm và loại trừ trách nhiệm bảo hiểm,"1. Phạm vi bảo hiểm
Doanh nghiệp bảo hiểm thực hiện trách nhiệm bồi thường cho các tổn thất của công trình trong thời gian xây dựng phát sinh từ mọi rủi ro, trừ các loại trừ trách nhiệm bảo hiểm theo quy định tại khoản 2 Điều này.
2. Các trường hợp loại trừ trách nhiệm bảo hiểm
Doanh nghiệp bảo hiểm không có trách nhiệm bồi thường bảo hiểm trong các trường hợp sau:
a) Tổn thất phát sinh do chiến tranh, bạo loạn, đình công, hành động của các thế lực thù địch, nổi loạn, hành động ác ý nhân danh hoặc có liên quan tới các tổ chức chính trị, tịch biên, sung công, trưng dụng, trưng thu hay phá hủy hoặc bị gây thiệt hại theo lệnh của cơ quan nhà nước có thẩm quyền.
b) Tổn thất phát sinh do hành động khủng bố.
c) Tổn thất phát sinh do phản ứng hạt nhân, phóng xạ hạt nhân, nhiễm phóng xạ.
d) Tổn thất hoặc thiệt hại của bên mua bảo hiểm và người được bảo hiểm có tên trong danh sách cấm vận.
đ) Tổn thất hoặc thiệt hại có liên quan đến dịch bệnh theo công bố của cơ quan có thẩm quyền.
e) Tổn thất phát sinh từ hành vi cố ý vi phạm pháp luật của bên mua bảo hiểm hoặc người được bảo hiểm.
g) Tổn thất phát sinh trong trường hợp bên mua bảo hiểm không có quyền lợi có thể được bảo hiểm theo quy định của pháp luật.
h) Tổn thất phát sinh do ngừng công việc thi công xây dựng hoặc tổn thất do hậu quả của ngừng công việc thi công xây dựng (dù là ngừng một phần hoặc toàn bộ công việc thi công).
i) Tổn thất đối với dữ liệu, phần mềm và các chương trình máy tính.
k) Tổn thất phát sinh do lỗi thiết kế của nhà thầu tư vấn đầu tư xây dựng đối với công trình xây dựng từ cấp II trở lên.
l) Tổn thất do hiện tượng ăn mòn, mài mòn, ôxy hóa.
m) Tổn thất do hiện tượng mục rữa và diễn ra trong điều kiện áp suất, nhiệt độ bình thường (quy định này chỉ áp dụng đối với các công trình xây dựng quy định tại điểm a khoản 1 Điều 37 Nghị định này).
n) Tổn thất do hiện tượng kết tạo vẩy cứng như han gỉ, đóng cặn hoặc các hiện tượng tương tự khác (quy định này chỉ áp dụng đối với các công trình xây dựng quy định tại điểm b khoản 1 Điều 37 Nghị định này).
o) Chi phí sửa chữa, thay thế, chỉnh sửa khuyết tật của nguyên vật liệu hoặc lỗi tay nghề. Loại trừ này chỉ áp dụng đối với tổn thất của các hạng mục bị ảnh hưởng trực tiếp, không áp dụng đối với tổn thất của các hạng mục khác là hậu quả gián tiếp do khuyết tật của nguyên vật liệu hoặc lỗi tay nghề mà thi công đúng.
p) Tổn thất hay thiệt hại chỉ phát hiện được vào thời điểm kiểm kê."
